date,airPressure_outside_fall,airPressure_outside_max,airPressure_outside_mean,airPressure_outside_min,airPressure_outside_rise,hour_group,humidity_outside_fall,humidity_outside_max,humidity_outside_mean,humidity_outside_min,humidity_outside_rise,light_outside_max,light_outside_mean,light_outside_min,rain_outside_max,rain_outside_mean,rain_outside_min,temperature_outside_fall,temperature_outside_max,temperature_outside_mean,temperature_outside_min,temperature_outside_rise
11-22-2017 2,8,1005,1004.8285714286,1004,8,2,42,68,60.9428571429,55,17,464,167.8285714286,0,0,0,0,14,12,10.6571428571,10,17
11-22-2017 3,2,1006,1005.5294117647,1005,0,3,47,82,75.6764705882,67,23,0,0,0,0,0,0,5,10,9.5882352941,9,8
11-23-2017 0,6,1011,1008.696969697,1007,0,0,56,99,93.40625,80,28,0,0,0,0,0,0,11,8,6.6470588235,5,17
11-23-2017 1,8,1011,1010.1428571429,1008,0,1,31,99,90.2,70,40,1010,240.9428571429,0,0,0,0,17,11,6.9142857143,5,11
11-23-2017 2,3,1011,1010.1818181818,1010,3,2,39,87,80.5454545455,76,12,317,142.303030303,0,0,0,0,9,10,9.7272727273,9,9
11-23-2017 3,5,1011,1010.8571428572,1010,5,3,37,100,94.5714285714,87,17,0,0,0,0,0,0,0,9,7.5428571429,6,8
11-24-2017 0,2,1013,1011.6857142857,1011,0,0,8,100,99.2285714286,97,11,0,0,0,0,0,0,11,6,5.8571428571,5,11
11-24-2017 1,5,1012,1010.9411764706,1010,5,1,20,100,96.4117647059,74,29,185,62.4411764706,0,0,0,0,12,13,6.8181818182,6,9
11-24-2017 2,2,1012,1011.4857142857,1011,0,2,37,99,96,90,31,134,52.2571428571,0,0,0,0,8,8,6.8571428571,6,11
11-24-2017 3,3,1013,1012.9032258065,1012,0,3,35,100,96.4193548387,93,29,0,0,0,2,0.3548387097,0,3,7,6.0322580645,6,3
11-25-2017 0,0,1013,1012.0333333333,1008,6,0,20,100,94.9,66,30,0,0,0,0,0,0,10,14,6.8333333333,6,13
11-25-2017 1,5,1013,1012.6176470588,1012,5,1,35,99,89.3235294118,71,38,113,50.3235294118,0,0,0,0,26,13,8.6470588235,6,20
11-25-2017 2,2,1012,1010.5,1010,8,2,41,94,86.6470588235,65,35,239,66.5,0,0,0,0,17,16,9.7058823529,8,17
11-25-2017 3,0,1010,1009.2,1009,2,3,42,99,92.2,61,37,0,0,0,0,0,0,14,16,8.4857142857,7,17
11-27-2017 0,5,1004,1003.1714285714,1001,8,0,17,100,97.4571428571,90,25,0,0,0,18,9.1428571429,3,11,8,6.1714285714,5,5
11-27-2017 1,8,1006,1005,1004,8,1,44,100,86.2352941176,67,32,82,30.5,0,4,1.1764705882,0,33,15,9.5151515152,6,21
11-27-2017 2,0,1005,1003.4285714286,1003,5,2,14,100,99.3142857143,96,8,93,22.5142857143,0,24,6.5428571429,0,2,7,6.8285714286,6,5
11-27-2017 3,2,1003,1002.5882352941,1002,5,3,20,100,98.2647058824,79,23,0,0,0,10,4.9411764706,3,5,10,6.0588235294,5,8
11-28-2017 0,2,1003,1001.8529411765,1001,2,0,32,99,95.7058823529,81,29,0,0,0,4,3.2058823529,3,11,9,5.4117647059,4,14
11-28-2017 1,8,1002,1001.5294117647,1001,8,1,41,100,91.7941176471,68,35,201,69.8235294118,0,5,3.9117647059,3,26,12,6.3823529412,5,23
11-28-2017 2,2,1002,1001.5882352941,1001,0,2,32,100,97.4411764706,93,41,169,45.9705882353,0,10,8.4411764706,6,8,7,6.4117647059,6,5
11-28-2017 3,5,1003,1002.7428571429,1002,2,3,28,100,96.8,79,22,0,0,0,12,10.4,8,11,10,6.5714285714,6,17
11-29-2017 0,2,1005,1003.4117647059,1003,2,0,32,100,93.7352941176,83,47,0,0,0,3,0.7941176471,0,,,,,
11-29-2017 1,5,1005,1004.4285714286,1003,2,1,25,94,79.8571428571,59,48,350,161.2571428571,0,0,0,0,,,,,
11-29-2017 2,2,1005,1004.0882352941,1004,0,2,44,71,62.9411764706,51,35,290,154.0294117647,0,0,0,0,,,,,
11-29-2017 3,2,1005,1004.9428571429,1004,0,3,45,89,77.4285714286,57,31,0,0,0,0,0,0,,,,,
11-30-2017 0,2,1004,1000.9117647059,997,11,0,23,100,91.8529411765,80,23,0,0,0,13,4.2,0,,,,,
11-30-2017 1,5,1002,1000.8823529412,999,14,1,38,93,88.0882352941,80,41,394,125.9705882353,0,13,2.9705882353,0,,,,,
11-30-2017 2,0,998,996.5428571429,996,5,2,45,100,89.2285714286,81,28,342,124.3142857143,0,19,4.0285714286,0,,,,,
11-30-2017 3,11,997,996.4705882353,996,8,3,14,100,99.5882352941,97,5,0,0,0,13,9.9117647059,5,,,,,
12-01-2017 0,5,1001,998.6764705882,997,0,0,0,100,100,100,0,0,0,0,24,11.5,0,,,,,
12-01-2017 1,5,1000,999.1764705882,998,0,1,23,100,89,73,38,100,39.2647058824,0,13,4.2352941176,0,,,,,
12-01-2017 2,5,1002,1001.0294117647,1000,0,2,32,100,97.7647058824,85,29,78,31.6764705882,0,23,7.7058823529,0,,,,,
12-01-2017 3,11,1003,1002,1001,11,3,25,100,97.7142857143,78,11,0,0,0,24,15.0857142857,0,,,,,
12-03-2017 0,5,1009,1008.8571428572,1008,5,0,40,96,87.6857142857,72,28,0,0,0,2,0.4857142857,0,,,,,
12-03-2017 1,2,1008,1007.2647058824,1006,8,1,23,100,99.0882352941,96,8,117,43.8235294118,0,24,3.8235294118,0,,,,,
12-03-2017 2,22,1009,1007.1142857143,1005,14,2,20,100,97.8285714286,67,14,120,40.4857142857,0,20,10.3142857143,0,,,,,
12-03-2017 3,14,1009,1008.705882353,1008,11,3,23,100,97.4117647059,93,32,0,0,0,16,12.5294117647,1,,,,,
12-04-2017 0,11,1011,1010.2,1009,5,0,37,91,81.6571428571,69,37,0,0,0,2,0.2571428571,0,,,,,
12-04-2017 1,9,1011,1010.1515151515,1010,9,1,54,92,80.1818181818,58,30,1173,213,0,0,0,0,,,,,
12-04-2017 2,0,1010,1009.3142857143,1009,2,2,40,79,72.6,68,45,328,121.1142857143,0,0,0,0,,,,,
12-04-2017 3,8,1011,1010.3823529412,1009,2,3,41,78,72.4411764706,66,26,0,0,0,0,0,0,,,,,
12-05-2017 0,2,1016,1012.4705882353,1011,2,0,35,84,77.1470588235,58,23,0,0,0,0,0,0,,,,,
12-05-2017 1,5,1013,1012.3823529412,1011,0,1,23,82,73.2941176471,60,47,374,161.6176470588,0,0,0,0,,,,,
12-05-2017 2,2,1014,1013.3529411765,1013,0,2,44,79,58.7352941176,49,38,306,145.8235294118,0,13,2.1176470588,0,,,,,
12-05-2017 3,8,1016,1015.3714285714,1014,2,3,31,80,64.2,53,31,0,0,0,0,0,0,,,,,
12-06-2017 0,5,1015,1014,1012,11,0,38,84,79.3235294118,73,23,0,0,0,0,0,0,,,,,
12-06-2017 1,5,1015,1014.1428571429,1014,8,1,31,83,74.6,60,40,423,165.9142857143,0,0,0,0,,,,,
12-06-2017 2,8,1014,1012.6176470588,1012,14,2,44,81,75.7647058824,73,32,323,147.7941176471,0,0,0,0,,,,,
12-06-2017 3,2,1013,1012.0285714286,1012,0,3,31,82,78.2285714286,65,40,0,0,0,0,0,0,,,,,
12-11-2017 0,0,1005,1005,1005,0,0,28,73,68.4285714286,64,40,0,0,0,0,0,0,8,5,2.6857142857,1,5
12-11-2017 1,6,1006,1005.6666666667,1005,6,1,30,77,64.3636363636,48,45,402,159.2121212121,0,0,0,0,29,12,3.5294117647,1,17
12-11-2017 2,8,1006,1004.8,1004,11,2,42,58,52.5142857143,47,31,366,134.2857142857,0,0,0,0,8,7,6.5714285714,6,8
12-11-2017 3,2,1006,1005.0294117647,1005,2,3,50,78,64.7647058824,50,26,0,0,0,0,0,0,14,14,6.5294117647,3,29
12-12-2017 0,6,1006,1004.6666666667,1004,9,0,36,71,64.2727272727,57,45,0,0,0,0,0,0,18,9,5.6363636364,4,15
12-12-2017 1,5,1005,1004.6571428572,1004,2,1,37,61,54.0571428571,40,40,948,227.3714285714,0,0,0,0,28,14,8.1714285714,4,20
12-12-2017 2,5,1005,1004.3529411765,1004,5,2,52,71,56.9705882353,48,20,367,166.8823529412,0,0,0,0,5,12,11.1470588235,10,5
12-12-2017 3,2,1006,1005.6285714286,1005,0,3,25,76,68.2285714286,56,28,0,0,0,0,0,0,11,14,10.2,8,11
12-13-2017 0,0,1005,1003.9714285714,1002,2,0,26,94,77.6176470588,69,29,0,0,0,18,2.0857142857,0,14,11,7.6470588235,7,17
12-13-2017 1,2,1006,1005.3714285714,1005,2,1,31,75,67.3714285714,55,31,489,164.2571428571,0,0,0,0,25,15,9.5142857143,7,11
12-13-2017 2,0,1005,1003.8823529412,1003,5,2,47,78,66.1176470588,59,17,400,157.9411764706,0,0,0,0,8,14,12.7352941176,11,8
12-13-2017 3,2,1003,1002.4411764706,1002,5,3,35,92,80.2647058824,76,17,0,0,0,0,0,0,0,11,10.1470588235,7,11
12-14-2017 0,8,1002,1000.5588235294,999,14,0,38,99,91.6470588235,73,26,0,0,0,14,8.2352941176,0,11,13,8.5,7,14
12-14-2017 1,5,1002,1001.2647058824,1001,5,1,32,95,79.4705882353,56,52,396,173.7352941176,0,13,3.0882352941,0,29,16,10.1176470588,7,20
12-14-2017 2,5,1001,1000,999,8,2,38,79,74.8823529412,70,29,315,146.8823529412,0,0,0,0,5,12,11.0588235294,10,2
12-14-2017 3,0,1000,1000,1000,0,3,45,88,78.3714285714,65,34,1,0.0571428571,0,0,0,0,22,17,11.8285714286,10,20
12-15-2017 0,5,1000,997.6764705882,993,8,0,45,90,85.7428571429,72,25,0,0,0,0,0,0,5,11,8.9428571429,7,20
12-15-2017 1,2,1001,1000.2285714286,1000,2,1,34,91,82.1714285714,54,48,878,203.4285714286,0,0,0,0,22,16,9.5714285714,7,17
12-15-2017 2,0,1000,998.7647058824,998,5,2,38,82,70.2058823529,62,35,369,154.9705882353,0,0,0,0,14,13,11.5294117647,10,14
12-15-2017 3,5,998,996.0882352941,994,14,3,52,85,77.2647058824,67,29,0,0,0,0,0,0,20,14,9.9411764706,9,17
12-16-2017 0,2,999,994.5294117647,992,2,0,38,92,88.5588235294,77,29,0,0,0,6,0.5294117647,0,18,13,7.6060606061,6,33
12-16-2017 1,5,992,991.7058823529,991,5,1,32,94,83.4411764706,66,41,523,185.9411764706,0,0,0,0,29,15,8.2941176471,6,20
12-16-2017 2,11,995,992.7941176471,991,2,2,47,79,71.4705882353,62,29,326,143.5294117647,0,0,0,0,20,16,13.1764705882,12,20
12-16-2017 3,11,999,996.9428571429,995,2,3,42,89,77.7714285714,69,40,0,0,0,1,0.0571428571,0,20,15,11.4571428571,9,22
12-17-2017 0,8,1006,1002.1176470588,999,0,0,44,100,95.3235294118,85,20,0,0,0,24,11.6176470588,5,20,8,5.4117647059,2,23
12-17-2017 1,8,1003,1002.4857142857,1001,2,1,28,100,96.5714285714,94,34,104,32,0,23,6.6857142857,3,8,6,4.4,3,14
12-17-2017 2,8,1003,1001.9705882353,1001,5,2,26,100,98.2352941176,95,20,155,43.8823529412,0,8,4.2352941176,3,11,4,3.1764705882,2,17
12-17-2017 3,8,1006,1004.3142857143,1003,0,3,14,100,99.4571428571,97,11,0,0,0,20,7.5714285714,3,14,3,2.2285714286,1,11
12-18-2017 0,5,1010,1007.8,1006,0,0,22,100,97.7428571429,94,34,0,0,0,7,3.2857142857,0,14,4,2.9142857143,2,11
12-18-2017 1,2,1008,1007.5,1007,0,1,32,100,96.0588235294,82,23,111,31.8529411765,0,9,7.5,5,11,6,3,2,17
12-18-2017 2,5,1008,1007.9142857143,1007,5,2,22,99,88.8571428571,83,45,165,55.1714285714,0,9,4.2,0,11,5,4.2,3,8
12-18-2017 3,8,1010,1009.2352941177,1008,2,3,52,97,89.1176470588,68,26,0,0,0,0,0,0,17,11,4.9705882353,4,11
12-19-2017 0,8,1018,1013.4857142857,1010,0,0,40,97,94.4,91,31,0,0,0,6,1.8,0,5,3,2.8857142857,2,8
12-19-2017 1,8,1015,1013.7352941177,1012,0,1,41,98,91.5,70,38,219,59.0294117647,0,20,5.5882352941,0,20,8,3.9117647059,3,17
12-19-2017 2,2,1016,1015.5142857143,1015,0,2,40,96,90.6571428571,87,28,180,68.9714285714,0,10,4,1,2,4,3.7714285714,3,5
12-19-2017 3,5,1018,1017.205882353,1016,0,3,32,98,91.9117647059,65,29,0,0,0,12,6.9411764706,4,11,12,4.1470588235,3,11
12-20-2017 0,5,1021,1018.9411764706,1018,0,0,23,99,88.9705882353,82,38,0,0,0,5,1.9090909091,0,2,3,1.7941176471,1,5
12-20-2017 1,5,1020,1019.2352941177,1018,0,1,35,87,77.9705882353,63,41,301,93.0588235294,0,0,0,0,20,10,4.3235294118,2,20
12-20-2017 2,8,1020,1019.3823529412,1019,8,2,26,79,73.6176470588,69,41,286,112.8529411765,0,0,0,0,8,4,3.2058823529,3,8
12-20-2017 3,5,1021,1020.2285714286,1020,5,3,42,87,78.8857142857,60,31,0,0,0,0,0,0,14,10,2.8823529412,1,17
12-21-2017 0,0,1021,1020.0294117647,1019,5,0,38,84,80.8529411765,76,32,0,0,0,0,0,0,2,1,0.6470588235,0,5
12-21-2017 1,5,1022,1021,1020,2,1,34,85,78.2,66,37,557,145.3714285714,0,0,0,0,28,8,2.0285714286,1,14
12-21-2017 2,2,1021,1020.2352941177,1020,2,2,41,70,62.7647058824,57,35,501,148.5,0,0,0,0,5,4,2.8529411765,2,8
12-21-2017 3,0,1021,1020.1714285714,1019,5,3,45,79,72.4857142857,56,25,0,0,0,0,0,0,14,8,1.8571428571,0,22
12-22-2017 0,0,1019,1015.9411764706,1011,11,0,26,86,82.6176470588,75,26,0,0,0,0,0,0,14,1,-0.4117647059,-1,14
12-22-2017 1,2,1018,1017.0285714286,1017,2,1,20,86,78.3714285714,64,45,459,205.7714285714,0,0,0,0,22,5,0.3142857143,-2,17
12-22-2017 2,0,1017,1015.3529411765,1014,8,2,47,77,69.8235294118,66,23,345,157.1470588235,0,0,0,0,8,3,2,1,11
12-22-2017 3,0,1014,1013.5428571429,1012,5,3,31,81,75.9714285714,59,22,0,0,0,0,0,0,14,7,1.4571428571,0,17
12-23-2017 0,2,1011,1010.3823529412,1009,8,0,20,80,75.6764705882,70,29,0,0,0,0,0,0,5,3,0.7647058824,0,5
12-23-2017 1,2,1011,1010.4,1010,0,1,34,79,69.1714285714,52,37,768,187.7428571429,0,0,0,0,20,12,2.7428571429,0,11
12-23-2017 2,8,1012,1010.5,1010,8,2,38,60,52.7352941176,48,32,414,167.1470588235,0,0,0,0,11,7,5.5294117647,4,14
12-23-2017 3,0,1012,1011.9142857143,1011,2,3,45,80,68.5714285714,58,20,0,0,0,0,0,0,11,4,2.8285714286,1,17
12-24-2017 0,2,1010,1008.7714285714,1007,5,0,41,94,84.2647058824,68,14,0,0,0,0,0,0,11,5,2.7714285714,1,11
12-24-2017 1,5,1007,1006.6470588235,1006,5,1,41,90,83.6764705882,70,47,667,195.8529411765,0,0,0,0,14,6,3.4117647059,2,8
12-24-2017 2,14,1007,1005.9428571429,1005,11,2,37,80,74.6571428571,70,25,499,174.1714285714,0,0,0,0,8,8,7.2571428571,6,5
12-24-2017 3,8,1010,1008.5882352941,1007,0,3,41,92,87.7941176471,81,23,0,0,0,0,0,0,0,7,5.7647058824,5,5
12-25-2017 0,2,1012,1010.6857142857,1010,0,0,34,99,95.2285714286,91,20,0,0,0,0,0,0,8,5,4.0285714286,3,11
12-25-2017 1,2,1011,1010.0294117647,1010,2,1,20,100,87.9705882353,59,41,956,201.3235294118,0,0,0,0,29,12,5.2941176471,3,20
12-25-2017 2,2,1010,1009.4571428572,1009,2,2,45,84,75.7428571429,71,31,315,161.4571428571,0,0,0,0,11,12,10.5428571429,9,11
12-25-2017 3,2,1012,1011.7352941177,1011,0,3,44,100,93.1764705882,87,29,0,0,0,0,0,0,14,8,6,4,29
12-26-2017 0,3,1012,1008.3636363636,1002,12,0,27,100,97.3939393939,94,33,0,0,0,0,0,0,18,5,3.8787878788,3,21
12-26-2017 1,5,1011,1009.7142857143,1008,14,1,28,100,93.3142857143,84,31,471,179.3714285714,0,0,0,0,20,6,3.6571428571,2,14
12-26-2017 2,0,1008,1005.5882352941,1004,11,2,41,89,81.2941176471,72,29,285,151.0294117647,0,0,0,0,14,10,8.6470588235,6,8
12-26-2017 3,0,1004,1003.5714285714,1003,2,3,31,99,94.0571428571,80,20,0,0,0,0,0,0,5,9,6.3714285714,5,14
12-27-2017 0,0,1002,999.8823529412,996,5,0,26,97,94.5588235294,92,26,0,0,0,0,0,0,11,6,4.0882352941,3,14
12-27-2017 1,2,1002,1001.8,1001,2,1,31,97,81.4857142857,62,37,819,209.3428571429,0,0,0,0,28,13,7.1428571429,3,28
12-27-2017 2,0,1001,999.3529411765,998,8,2,52,78,63.6176470588,51,35,420,166.3823529412,0,0,0,0,14,16,11.4705882353,9,17
12-27-2017 3,0,998,997.4285714286,997,2,3,42,94,85.9142857143,76,31,0,0,0,0,0,0,8,10,7.0571428571,5,20
12-28-2017 0,2,996,993.4571428571,991,11,0,37,96,93.0571428571,89,40,0,0,0,0,0,0,17,10,5.5142857143,3,11
12-28-2017 1,2,994,993.4705882353,992,8,1,38,100,91.4705882353,83,41,373,167.2058823529,0,0,0,0,20,7,4.6176470588,3,8
12-28-2017 2,0,992,991.1714285714,991,2,2,48,97,89.2571428571,78,28,510,158.4285714286,0,0,0,0,25,11,9.4285714286,7,17
12-28-2017 3,0,991,991,991,0,3,38,94,88.5882352941,80,38,0,0,0,0,0,0,14,12,9.6470588235,9,20
12-31-2017 0,2,1007,1006.2352941177,1005,8,0,32,89,81.2647058824,68,23,0,0,0,0,0,0,11,7,4.9705882353,3,20
12-31-2017 1,2,1008,1007.0588235294,1007,2,1,38,90,77.1176470588,55,44,1114,205.3235294118,0,0,0,0,26,14,5.8529411765,2,17
12-31-2017 2,2,1007,1005.6285714286,1005,8,2,37,78,70.9142857143,63,37,409,146.4571428571,0,0,0,0,11,7,5.4285714286,4,11
12-31-2017 3,5,1006,1005.4411764706,1005,2,3,50,73,62.7058823529,50,44,0,0,0,0,0,0,26,15,9.6470588235,4,35
01-01-2018 0,2,1005,1003.0588235294,999,8,0,50,96,77.4117647059,49,26,0,0,0,0,0,0,17,12,4.9117647059,3,29
01-01-2018 1,2,1005,1004.8285714286,1004,5,1,34,83,71.9714285714,49,42,1472,248.4,0,0,0,0,28,16,5.6285714286,2,17
01-01-2018 2,0,1004,1002.6176470588,1002,5,2,47,72,57.2647058824,48,35,309,151,0,0,0,0,29,17,12.3529411765,9,35
01-01-2018 3,2,1002,1001.2,1000,8,3,54,92,79.5142857143,61,22,0,0,0,0,0,0,14,14,7.5714285714,5,40
01-02-2018 0,2,999,997.7142857143,997,5,0,34,100,94.2857142857,89,54,0,0,0,7,1.8,0,17,9,5.4571428571,3,20
01-02-2018 1,5,997,995.5142857143,994,14,1,25,100,96.0285714286,71,11,237,81.1714285714,0,2,0.1428571429,0,25,11,4.2571428571,3,17
01-02-2018 2,6,995,994.2727272727,994,3,2,32,100,89.2941176471,68,38,242,67.1470588235,0,24,6.3823529412,0,20,16,9.3823529412,7,17
01-02-2018 3,5,997,996.1176470588,995,0,3,11,100,95.2352941176,73,17,0,0,0,16,13.6176470588,5,14,13,7.7352941176,6,17
01-03-2018 0,2,998,996.6764705882,994,5,0,41,93,88.2941176471,73,41,0,0,0,1,0.6470588235,0,17,10,7.0588235294,5,23
01-03-2018 1,2,999,998.5882352941,998,0,1,38,91,82.7647058824,67,38,363,111.6176470588,0,0,0,0,8,11,7.9705882353,6,14
01-03-2018 2,0,999,997.3823529412,997,5,2,38,89,86.5294117647,83,29,373,112.8823529412,0,0,0,0,5,8,7.9411764706,7,2
01-03-2018 3,0,997,995.9142857143,995,5,3,42,89,76.8,60,45,0,0,0,0,0,0,28,14,10.1714285714,7,20
01-04-2018 0,2,998,995.1714285714,993,2,0,28,97,86.4857142857,79,37,0,0,0,0,0,0,8,7,5.8285714286,4,14
01-04-2018 1,5,995,994.2857142857,993,0,1,45,87,79.4285714286,64,37,287,100.3428571429,0,15,1.1142857143,0,22,13,7.6,5,22
01-04-2018 2,5,997,995.4705882353,995,0,2,38,86,83.8529411765,81,32,303,120.0294117647,0,0,0,0,11,9,8,7,11
01-04-2018 3,2,998,997.6470588235,997,0,3,41,93,82.5588235294,59,35,0,0,0,0,0,0,23,15,8.4117647059,6,23
01-05-2018 0,14,1005,1000.7714285714,998,5,0,37,100,95.4,73,22,0,0,0,0,0,0,5,9,3.8571428571,1,22
01-05-2018 1,5,1001,1000.2647058824,999,2,1,41,99,95.0588235294,72,47,360,137.4117647059,0,0,0,0,26,10,2.8529411765,1,11
01-05-2018 2,2,1002,1001.4857142857,1001,0,2,28,96,85.6571428571,80,40,373,154.2,0,0,0,0,11,8,6.7142857143,4,2
01-05-2018 3,6,1005,1003.7878787879,1003,0,3,29,91,85.0294117647,62,35,0,0,0,0,0,0,11,13,7.1470588235,6,14
01-06-2018 0,2,1009,1006.2941176471,1005,0,0,29,95,91.5588235294,73,26,0,0,0,0,0,0,11,10,4.9705882353,4,20
01-06-2018 1,11,1008,1006.5588235294,1005,5,1,26,95,77.1176470588,49,35,922,182.0588235294,0,0,0,0,23,17,8.6176470588,4,14
01-06-2018 2,0,1007,1007,1007,0,2,30,59,52.3333333333,48,42,288,159.4545454545,0,0,0,0,29,18,16.3823529412,14,29
01-06-2018 3,8,1009,1008.1714285714,1007,2,3,48,74,67.6,56,37,0,0,0,0,0,0,31,17,12.9714285714,10,45
01-07-2018 0,8,1017,1011.5428571429,1009,2,0,37,95,89.4285714286,75,37,0,0,0,0,0,0,14,15,6.6285714286,4,17
01-07-2018 1,5,1012,1011.2,1010,0,1,37,90,72.4,56,45,1642,252.9714285714,0,0,0,0,28,17,11.2571428571,6,20
01-07-2018 2,2,1013,1012.3235294118,1012,0,2,50,79,65.8529411765,55,35,295,158.7941176471,0,0,0,0,17,18,14.6470588235,11,35
01-07-2018 3,8,1016,1014.9411764706,1013,0,3,47,91,84.8529411765,77,26,0,0,0,0,0,0,17,13,10.1176470588,9,20
01-08-2018 0,11,1020,1018.4411764706,1017,2,0,29,100,93.1176470588,88,17,0,0,0,23,4.0294117647,0,5,8,6.1764705882,5,14
01-08-2018 1,9,1021,1019.9090909091,1019,6,1,21,94,90.1818181818,88,27,436,161.4848484848,0,0,0,0,11,8,6.5882352941,6,5
01-08-2018 2,2,1020,1019.1714285714,1018,5,2,45,100,93.3142857143,88,22,406,178.6857142857,0,0,0,0,2,9,8.1142857143,7,5
01-08-2018 3,0,1019,1019,1019,0,3,0,100,100,100,0,0,0,0,24,6.1176470588,0,5,7,5.6470588235,5,11
01-09-2018 0,6,1023,1021.7272727273,1021,3,0,12,100,94.2121212121,82,12,0,0,0,19,3.6470588235,0,3,6,4.7878787879,3,3
01-09-2018 1,14,1027,1024.8,1023,5,1,14,96,88.1142857143,75,48,425,130.2571428571,0,0,0,0,5,6,5.4857142857,5,5
01-09-2018 2,5,1026,1025.2941176471,1025,8,2,32,78,72.4705882353,69,23,356,174.1470588235,0,0,0,0,5,6,5.4117647059,4,11
01-09-2018 3,5,1025,1024.4571428572,1023,11,3,42,83,77.7714285714,71,25,0,0,0,0,0,0,2,4,3.4285714286,3,5
01-10-2018 0,2,1022,1015.0285714286,1006,20,0,40,100,93.5428571429,84,14,0,0,0,23,6,0,8,6,3.6857142857,2,8
01-10-2018 1,5,1018,1016.5428571429,1014,17,1,31,95,93.0285714286,82,34,156,42.9142857143,0,0,0,0,11,5,2.4857142857,2,5
01-10-2018 2,0,1014,1010.8235294118,1010,11,2,29,100,95.1470588235,92,17,154,59.5882352941,0,23,0.8529411765,0,5,5,4.7058823529,4,2
01-10-2018 3,0,1010,1008.1470588235,1007,8,3,5,100,98.6764705882,68,2,0,0,0,24,14.7647058824,0,8,16,5.6764705882,4,8
01-11-2018 0,5,1007,1005.2941176471,1003,8,0,0,100,100,100,0,0,0,0,22,14.7647058824,5,2,7,6.1764705882,6,2
01-11-2018 1,5,1004,1003.4117647059,1003,5,1,0,100,100,100,0,55,18.8823529412,0,24,17.7647058824,0,0,7,7,7,0
01-11-2018 2,2,1003,1002.6857142857,1002,2,2,0,100,100,100,0,80,28.3428571429,0,15,11.4571428571,7,5,8,7.6857142857,7,2
01-11-2018 3,8,1006,1004.6764705882,1003,0,3,0,100,100,100,0,0,0,0,15,7.3235294118,5,5,8,7,6,11
01-12-2018 0,11,1019,1011.3235294118,1007,2,0,11,100,98.6176470588,93,5,0,0,0,23,7.2941176471,0,2,6,4.2352941176,1,11
01-12-2018 1,8,1012,1010.8857142857,1009,0,1,0,100,100,100,0,110,43.6571428571,0,11,6.8,4,0,5,4.4,4,2
01-12-2018 2,8,1015,1013.6176470588,1012,2,2,23,100,92.1764705882,85,35,218,84.1176470588,0,14,3.2058823529,0,8,5,4.7352941176,4,8
01-12-2018 3,11,1019,1017.0571428572,1015,2,3,40,91,83.8,80,28,0,0,0,0,0,0,0,4,3.4,2,5
01-13-2018 0,23,1022,1020.2352941177,1019,17,0,32,97,86.6176470588,64,32,0,0,0,24,7.1764705882,0,8,1,0.1764705882,-1,14
01-13-2018 1,14,1021,1020.4,1020,11,1,14,97,91.8285714286,89,22,338,129.4857142857,0,12,6.5142857143,1,5,1,0.2,0,5
01-13-2018 2,5,1021,1020.2941176471,1020,5,2,14,90,85.8235294118,74,35,154,60.2352941176,0,1,0.0882352941,0,11,1,0.4705882353,0,11
01-13-2018 3,11,1023,1021.9714285714,1021,8,3,22,77,69.8285714286,66,34,0,0,0,0,0,0,2,0,-0.0285714286,-1,2
01-14-2018 0,2,1024,1022.3823529412,1022,2,0,26,78,69.6176470588,63,29,0,0,0,0,0,0,2,0,-1.9411764706,-4,5
01-14-2018 1,2,1023,1022.5714285714,1022,0,1,34,70,64.4285714286,54,42,1155,260.0285714286,0,0,0,0,17,1,-1.4571428571,-2,14
01-14-2018 2,5,1023,1022.3529411765,1022,5,2,26,62,58.4117647059,56,20,387,180.5,0,0,0,0,2,0,-1.0294117647,-2,5
01-14-2018 3,8,1024,1023.3714285714,1023,5,3,28,67,63.6857142857,60,25,0,0,0,0,0,0,2,-2,-2.8857142857,-4,8
01-15-2018 0,0,1023,1019.9117647059,1014,11,0,35,87,72.7941176471,65,17,0,0,0,0,0,0,11,-3,-3.7058823529,-4,11
01-15-2018 1,5,1023,1022.2285714286,1022,5,1,45,83,77.1714285714,71,25,864,307.4,0,0,0,0,20,-3,-3.6,-4,17
01-15-2018 2,0,1022,1020.0588235294,1019,8,2,38,77,73.2941176471,70,35,923,316.2941176471,0,0,0,0,17,-2,-2.8235294118,-3,17
01-15-2018 3,2,1019,1017.2571428572,1016,11,3,37,84,79.5714285714,73,20,0,0,0,0,0,0,0,-3,-3,-3,0
01-16-2018 0,2,1014,1007.4705882353,996,20,0,45,91,85.8484848485,80,30,0,0,0,0,0,0,9,-1,-3.0606060606,-5,9
01-16-2018 1,2,1011,1009.5714285714,1007,14,1,25,86,78.7142857143,70,42,1215,503.2571428571,0,0,0,0,22,-1,-2.7142857143,-4,17
01-16-2018 2,0,1007,1004.0882352941,1002,14,2,41,75,69.1764705882,64,32,1089,542.9117647059,0,0,0,0,5,0,-0.6764705882,-2,5
01-16-2018 3,2,1002,999.6571428571,998,14,3,40,82,76.0857142857,59,31,0,0,0,0,0,0,11,6,-0.6857142857,-1,14
01-17-2018 0,5,996,990.4411764706,980,11,0,26,100,89.7941176471,84,20,0,0,0,16,3.1470588235,0,2,2,-0.7058823529,-2,0
01-17-2018 1,5,994,992.4857142857,989,20,1,31,87,73.6857142857,55,45,1779,506.9428571429,0,0,0,0,25,9,0.7428571429,-2,8
