date,airPressure_outside_fall,airPressure_outside_max,airPressure_outside_mean,airPressure_outside_min,airPressure_outside_rise,hour_group,humidity_outside_fall,humidity_outside_max,humidity_outside_mean,humidity_outside_min,humidity_outside_rise,light_outside_max,light_outside_mean,light_outside_min,rain_outside_max,rain_outside_mean,rain_outside_min,temperature_outside_fall,temperature_outside_max,temperature_outside_mean,temperature_outside_min,temperature_outside_rise
01-17-2018 2,0,989,985.2352941176,983,17,2,52,95,70.1176470588,62,29,972,347.3823529412,0,23,5.3235294118,0,12,7,5.2258064516,3,9
01-17-2018 3,14,982,979.7714285714,978,17,3,37,100,94,89,25,0,0,0,21,10.0857142857,2,11,4,3.0857142857,2,17
01-18-2018 0,14,1000,988.2647058824,981,5,0,17,100,90.2352941176,66,11,0,0,0,19,5.9705882353,0,,,,,
01-18-2018 1,22,992,988.3142857143,984,0,1,11,100,88.6,63,62,342,106.6857142857,0,10,6.2571428571,0,,,,,
01-18-2018 2,14,997,994.3235294118,992,0,2,38,61,47.3235294118,39,38,419,201.4117647059,0,0,0,0,,,,,
01-18-2018 3,8,1000,999.3142857143,997,0,3,42,64,56.5428571429,48,28,0,0,0,0,0,0,,,,,
01-19-2018 0,2,1000,998.9142857143,998,2,0,48,80,74.2,67,37,0,0,0,0,0,0,,,,,
01-19-2018 1,5,1000,998.7428571429,998,2,1,28,82,65.1142857143,41,34,1770,289.8857142857,0,0,0,0,,,,,
01-19-2018 2,2,1000,999.1470588235,999,0,2,41,61,57.3235294118,52,32,341,184.0588235294,0,0,0,0,,,,,
01-19-2018 3,0,1000,1000,1000,0,3,41,70,65.3529411765,58,26,0,0,0,0,0,0,,,,,
01-20-2018 0,2,1001,999.8857142857,999,2,0,37,100,82.6857142857,69,31,0,0,0,7,1.9714285714,0,,,,,
01-20-2018 1,9,1001,999.8787878788,999,3,1,44,88,76.1764705882,61,41,209,71.6666666667,0,14,1.8787878788,0,,,,,
01-20-2018 2,5,1001,1000.6571428572,1000,5,2,45,100,93.0285714286,70,20,114,38.7142857143,0,24,11.6571428571,0,,,,,
01-20-2018 3,17,1002,1001.4411764706,1001,20,3,26,100,98.2941176471,81,23,0,0,0,20,10.5588235294,3,,,,,
01-21-2018 0,5,1002,999.0857142857,994,5,0,11,100,99.0285714286,95,17,0,0,0,20,9.8,7,,,,,
01-21-2018 1,2,1002,1001.3823529412,1001,5,1,11,100,99.6764705882,97,14,297,124.8823529412,0,12,9.9705882353,8,,,,,
01-21-2018 2,2,1001,998.7142857143,997,14,2,20,100,99.7142857143,98,14,408,127.8,0,13,7.5714285714,1,,,,,
01-21-2018 3,2,997,996,995,8,3,0,100,100,100,0,0,0,0,23,4.7941176471,0,,,,,
01-25-2018 0,0,1024,1021.9117647059,1019,8,0,26,72,67.6470588235,59,23,0,0,0,0,0,0,,,,,
01-25-2018 1,0,1022,1021.8857142857,1021,2,1,35,73,61.9705882353,39,44,1864,357.6857142857,0,0,0,0,,,,,
01-25-2018 2,0,1021,1019.5,1019,5,2,35,54,49.8235294118,42,35,425,236.6470588235,0,0,0,0,,,,,
01-25-2018 3,0,1019,1019,1019,0,3,48,71,62.6571428571,51,37,0,0,0,0,0,0,,,,,
01-26-2018 0,5,1021,1018.9714285714,1018,5,0,42,82,72.8,61,25,0,0,0,0,0,0,,,,,
01-26-2018 1,2,1019,1018.5714285714,1018,2,1,51,81,71.2285714286,44,31,1969,352.7428571429,0,0,0,0,,,,,
01-26-2018 2,2,1019,1018.0857142857,1018,0,2,28,69,65.5428571429,63,20,405,229.3428571429,0,0,0,0,,,,,
01-26-2018 3,2,1020,1019.7352941177,1019,0,3,41,81,77.5882352941,71,23,0,0,0,0,0,0,,,,,
01-29-2018 0,2,1017,1014.8823529412,1010,8,0,29,92,88.2941176471,85,23,0,0,0,0,0,0,,,,,
01-29-2018 1,2,1017,1016.5882352941,1016,5,1,47,97,72.4705882353,52,41,625,280,0,0,0,0,,,,,
01-29-2018 2,2,1016,1014.6470588235,1014,8,2,41,79,73.2352941176,68,20,703,256.2352941176,0,0,0,0,,,,,
01-29-2018 3,0,1014,1012.4571428572,1011,8,3,57,94,86.0285714286,71,25,0,0,0,0,0,0,,,,,
01-30-2018 0,8,1013,1010.1176470588,1008,8,0,35,93,86.3823529412,76,44,0,0,0,0,0,0,,,,,
01-30-2018 1,2,1008,1007.6285714286,1007,5,1,34,91,77.8571428571,52,54,2223,382.2,0,0,0,0,,,,,
01-30-2018 2,14,1009,1006.7941176471,1005,8,2,23,65,62.7941176471,61,32,466,237.4705882353,0,0,0,0,,,,,
01-30-2018 3,8,1012,1010.9714285714,1009,0,3,51,79,68.6,57,37,0,0,0,0,0,0,,,,,
01-31-2018 0,3,1013,1011.375,1008,9,0,34,95,87.75,82,18,0,0,0,0,0,0,,,,,
01-31-2018 1,5,1015,1013.8571428572,1013,2,1,22,90,68.7714285714,38,57,1943,354.8,0,0,0,0,,,,,
01-31-2018 2,0,1014,1011.9411764706,1011,8,2,61,67,55.1764705882,45,23,370,204.0588235294,0,0,0,0,,,,,
01-31-2018 3,0,1011,1010.0571428572,1009,5,3,48,88,75.4857142857,57,31,0,0,0,0,0,0,,,,,
02-02-2018 0,0,1003,1001.2571428572,999,8,0,40,91,87.1714285714,81,42,0,0,0,0,0,0,,,,,
02-02-2018 1,8,1003,1002.4117647059,1002,8,1,29,95,73.8529411765,54,58,1532,351.2941176471,0,0,0,0,,,,,
02-02-2018 2,5,1002,1000.8571428572,1000,11,2,45,64,57.1714285714,52,31,507,229.5714285714,0,0,0,0,,,,,
02-02-2018 3,0,1000,1000,1000,0,3,58,85,71.5588235294,54,20,0,0,0,0,0,0,,,,,
02-03-2018 0,5,1000,996.5,992,11,0,41,100,85.7058823529,70,26,0,0,0,23,3.7941176471,0,,,,,
02-03-2018 1,2,997,996.3235294118,994,8,1,55,90,75.9705882353,63,38,311,103.2647058824,0,15,2.4411764706,0,,,,,
02-03-2018 2,0,995,991.6176470588,990,14,2,35,89,69.8823529412,63,41,379,189.5294117647,0,7,0.3823529412,0,,,,,
02-03-2018 3,8,992,991,989,2,3,40,78,68.3142857143,64,37,0,0,0,24,1.6571428571,0,,,,,
02-04-2018 0,14,1008,998.2571428571,993,0,0,20,100,93.9142857143,80,11,0,0,0,17,8.7714285714,0,,,,,
02-04-2018 1,11,997,995.7352941176,995,5,1,35,100,88.4117647059,66,44,112,48.6176470588,0,12,7.2941176471,0,,,,,
02-04-2018 2,14,1000,997.6285714286,996,5,2,34,75,62.0285714286,55,54,355,177.2285714286,0,0,0,0,,,,,
02-04-2018 3,14,1006,1003.8823529412,1001,0,3,38,84,80.0294117647,73,44,0,0,0,0,0,0,,,,,
02-05-2018 0,12,1012,1010.2424242424,1008,3,0,39,93,87.6666666667,81,36,0,0,0,0,0,0,,,,,
02-05-2018 1,5,1013,1012.2285714286,1011,0,1,37,87,75.5714285714,57,48,1274,232.2,0,0,0,0,,,,,
02-05-2018 2,2,1013,1012.1176470588,1012,5,2,35,83,71.5882352941,66,29,562,267.9411764706,0,0,0,0,,,,,
02-05-2018 3,0,1012,1012,1012,0,3,37,90,83.8285714286,59,25,0,0,0,0,0,0,,,,,
02-06-2018 0,2,1013,1011.8823529412,1011,2,0,32,100,97.0294117647,91,20,0,0,0,20,6.2058823529,0,,,,,
02-06-2018 1,8,1013,1012.2,1011,2,1,48,94,79.7142857143,56,42,647,217.5142857143,0,0,0,0,,,,,
02-06-2018 2,0,1012,1012,1012,0,2,48,97,86.7575757576,82,30,449,225.9696969697,0,0,0,0,,,,,
02-06-2018 3,2,1013,1012.9714285714,1012,0,3,17,100,99.3428571429,96,8,0,0,0,21,5.0285714286,0,,,,,
02-07-2018 0,5,1013,1009.5294117647,1003,14,0,0,100,100,100,0,0,0,0,21,13.1176470588,0,5,7,3.6857142857,1,0
02-07-2018 1,2,1013,1011.6571428572,1011,5,1,2,100,97.1714285714,85,25,725,218.4571428571,0,17,8.3428571429,0,18,7,3.303030303,1,3
02-07-2018 2,8,1011,1008.9705882353,1007,20,2,47,89,80.4117647059,74,23,595,213.2647058824,0,0,0,0,20,9,8.2352941176,7,17
02-07-2018 3,2,1008,1006.3235294118,1005,8,3,41,100,95.6470588235,89,11,0,0,0,0,0,0,8,8,7.3529411765,7,11
02-08-2018 0,11,1002,1000.8823529412,1000,17,0,8,100,95.8529411765,80,23,0,0,0,22,2.5294117647,0,,,,,
02-08-2018 1,8,1001,999.7941176471,999,11,1,5,100,95.7941176471,67,14,275,64.1764705882,0,15,10.9705882353,6,,,,,
02-08-2018 2,2,1000,999.0571428571,999,0,2,34,100,89.0571428571,83,42,414,205.2571428571,0,9,0.7428571429,0,,,,,
02-08-2018 3,0,1000,1000,1000,0,3,41,99,91.0294117647,69,29,0,0,0,0,0,0,,,,,
02-09-2018 0,5,1004,1001.8529411765,1000,2,0,44,99,87.9705882353,81,35,0,0,0,0,0,0,,,,,
02-09-2018 1,2,1002,1001.2571428572,1001,0,1,40,90,73.4571428571,50,42,1839,332.0285714286,0,0,0,0,,,,,
02-09-2018 2,0,1002,1002,1002,0,2,38,75,69.1470588235,66,23,479,232.0588235294,0,0,0,0,,,,,
02-09-2018 3,8,1004,1003.1428571429,1002,2,3,51,93,83.0571428571,72,20,1,0.0571428571,0,0,0,0,,,,,
02-10-2018 0,8,1005,1003.0882352941,1000,8,0,26,96,90.5588235294,85,44,0,0,0,0,0,0,,,,,
02-10-2018 1,0,1005,1004.9428571429,1004,2,1,31,95,82.7428571429,69,40,1400,324.0571428571,0,0,0,0,,,,,
02-10-2018 2,5,1004,1003.1176470588,1002,8,2,41,96,91.9411764706,83,20,550,163.4705882353,1,0,0,0,,,,,
02-10-2018 3,8,1003,1001.8571428572,1001,11,3,14,92,90.3428571429,87,25,1,0.0285714286,0,0,0,0,,,,,
02-11-2018 0,8,1001,999.6285714286,999,11,0,40,100,91.4,85,25,0,0,0,19,7.8,0,,,,,
02-11-2018 1,8,1000,999.0857142857,998,11,1,22,97,92.7714285714,88,34,575,210.3428571429,0,20,8.2,2,,,,,
02-11-2018 2,12,998,997.6666666667,997,12,2,38,92,81.3823529412,77,32,388,180.6666666667,0,24,2.7272727273,0,,,,,
02-11-2018 3,14,1000,999.2647058824,998,8,3,26,100,96.8235294118,76,17,0,0,0,24,14.4117647059,2,,,,,
02-12-2018 0,2,1004,1001.3714285714,1000,0,0,28,98,92.8285714286,89,42,0,0,0,17,4.0571428571,0,2,4,3.0285714286,3,0
02-12-2018 1,5,1002,1001.3823529412,1000,0,1,32,94,88.9705882353,69,44,293,120.5294117647,0,0,0,0,17,12,4.3823529412,3,14
02-12-2018 2,2,1002,1001.8571428572,1001,2,2,28,87,80.3428571429,75,28,455,225.5142857143,0,0,0,0,11,7,5.5588235294,4,8
02-12-2018 3,5,1004,1003.3823529412,1002,0,3,50,98,88.7352941176,69,17,0,0,0,0,0,0,14,10,4.6176470588,3,23
02-13-2018 0,0,1005,1003.5294117647,1000,5,0,26,100,91.7647058824,85,23,0,0,0,12,3.2647058824,0,,,,,
02-13-2018 1,5,1006,1005.3823529412,1005,5,1,23,88,74.1764705882,60,47,634,251.4117647059,0,0,0,0,,,,,
02-13-2018 2,0,1005,1003.8857142857,1003,5,2,37,66,56.8571428571,48,45,453,247.5428571429,0,0,0,0,,,,,
02-13-2018 3,0,1003,1002.4705882353,1001,5,3,58,100,83.2647058824,63,5,0,0,0,23,2.7058823529,0,,,,,
02-14-2018 0,5,1003,999.8529411765,998,5,0,0,100,100,100,0,0,0,0,14,9.5294117647,7,5,8,4.6764705882,3,8
02-14-2018 1,17,998,997.7428571429,997,20,1,0,100,100,100,0,113,22.6857142857,0,24,14.4571428571,1,0,5,5,5,0
02-14-2018 2,2,998,997.2647058824,997,2,2,0,100,100,100,0,91,46.9117647059,0,21,16.0588235294,9,8,7,5.7647058824,5,5
02-14-2018 3,8,1002,1000.2,999,0,3,11,100,96.6285714286,69,8,0,0,0,11,8.5714285714,7,17,13,5.1428571429,4,20
02-15-2018 0,8,1015,1007.7142857143,1003,0,0,11,100,94.8285714286,82,17,0,0,0,10,5.6,0,14,5,3.4285714286,2,17
02-15-2018 1,14,1010,1007.6857142857,1005,0,1,25,100,94.9428571429,72,37,344,100.4,0,10,9.3428571429,8,13,7,3.9655172414,3,10
02-15-2018 2,8,1012,1010.5294117647,1010,2,2,29,98,92.1470588235,87,38,339,130.9705882353,1,10,3.7058823529,0,5,5,4.7058823529,4,2
02-15-2018 3,8,1015,1013.5882352941,1012,0,3,23,95,89.9411764706,87,38,0,0,0,0,0,0,8,5,4.3235294118,4,11
02-16-2018 0,0,1015,1015,1015,0,0,42,89,76.9142857143,58,34,0,0,0,0,0,0,8,13,5.4,4,11
02-16-2018 1,5,1017,1016.4411764706,1015,2,1,32,86,80.5588235294,68,38,651,224.1470588235,0,0,0,0,20,10,4.8235294118,3,17
02-16-2018 2,2,1016,1015.0571428572,1014,5,2,37,75,62.4857142857,56,34,546,254.1142857143,0,0,0,0,14,9,8.0285714286,7,11
02-16-2018 3,8,1015,1014.5882352941,1014,8,3,52,66,58.7058823529,48,38,0,0,0,0,0,0,29,14,10.2352941176,8,35
02-17-2018 0,2,1016,1014.1764705882,1012,5,0,47,83,76.8823529412,69,23,0,0,0,0,0,0,8,7,5.0294117647,3,20
02-17-2018 1,0,1016,1016,1016,0,1,38,89,73.4705882353,51,50,2211,465.5882352941,0,0,0,0,23,13,6.4411764706,3,14
02-17-2018 2,0,1016,1014.4857142857,1014,5,2,31,65,60.0285714286,56,28,659,273.6857142857,0,0,0,0,11,10,8.8571428571,8,11
02-17-2018 3,2,1014,1013.3529411765,1012,8,3,52,80,74.8235294118,65,20,0,0,0,0,0,0,8,8,6.4705882353,5,17
02-18-2018 0,2,1012,1010.705882353,1010,5,0,26,100,89.1176470588,82,17,0,0,0,15,3.4411764706,0,2,4,3.6470588235,3,5
02-18-2018 1,2,1010,1009.8285714286,1009,5,1,28,95,88.8,83,31,458,181.8,0,12,0.9714285714,0,17,5,4.1142857143,3,14
02-18-2018 2,2,1010,1009.0588235294,1009,0,2,41,95,89.0882352941,85,26,447,202.3235294118,0,21,3.3235294118,0,11,7,6.2647058824,5,11
02-18-2018 3,5,1011,1010.4,1010,2,3,5,100,99.4285714286,97,2,0,0,0,24,14.1428571429,0,5,6,4.9428571429,4,11
02-19-2018 0,8,1013,1011.9117647059,1011,2,0,11,100,93.1176470588,74,5,0,0,0,13,5.1764705882,0,2,3,1.2941176471,0,11
02-19-2018 1,5,1014,1013.2571428572,1012,0,1,5,100,98.4285714286,88,25,416,131.1428571429,0,20,7.1714285714,0,5,2,1.2571428571,1,2
02-19-2018 2,0,1014,1013.205882353,1013,2,2,32,86,79.1470588235,75,35,503,244.9411764706,0,5,0.3823529412,0,14,3,2.5294117647,2,14
02-19-2018 3,5,1014,1013.4285714286,1013,5,3,22,83,75.6,70,40,0,0,0,0,0,0,2,2,0.9142857143,0,5
02-20-2018 0,0,1013,1010.6571428572,1008,5,0,28,95,84.2571428571,76,25,0,0,0,0,0,0,2,1,0.3428571429,0,0
02-20-2018 1,8,1012,1011.5588235294,1011,8,1,11,89,84.1764705882,77,41,549,194.9411764706,0,0,0,0,8,1,0.1764705882,0,5
02-20-2018 2,0,1011,1009.2857142857,1008,8,2,60,99,88.7714285714,77,11,377,145.5142857143,0,22,3.4285714286,0,2,1,0.9714285714,0,2
02-20-2018 3,5,1009,1008.4117647059,1008,5,3,14,100,97.2352941176,95,23,0,0,0,21,8.7058823529,0,2,1,0.9705882353,0,2
02-21-2018 0,2,1008,1007.0857142857,1007,5,0,8,100,93.8571428571,90,5,0,0,0,11,3.4285714286,0,0,1,1,1,0
02-21-2018 1,2,1008,1007.0588235294,1007,0,1,17,93,88.9117647059,84,32,276,95.0294117647,0,18,2.6764705882,0,8,3,1.9117647059,1,2
02-21-2018 2,2,1007,1006.3823529412,1006,5,2,48,98,94.0285714286,88,22,137,69.8823529412,0,24,9.9117647059,0,11,3,2.7714285714,2,8
02-21-2018 3,5,1007,1006.9117647059,1006,2,3,5,100,99.7941176471,99,2,0,0,0,17,11.3823529412,5,2,3,1.9705882353,1,5
02-22-2018 0,2,1009,1007.1142857143,1006,2,0,17,100,99.2857142857,98,17,0,0,0,18,6.7428571429,0,2,1,0.5714285714,0,5
02-22-2018 1,5,1007,1006.5882352941,1006,2,1,20,100,98.7352941176,97,17,486,102.1764705882,0,19,1.1470588235,0,14,1,0.4705882353,0,14
02-22-2018 2,0,1007,1007,1007,0,2,5,100,99.8285714286,99,2,381,206.7428571429,3,24,7.6,0,0,1,0.9714285714,0,2
02-22-2018 3,5,1009,1008.4117647059,1007,0,3,5,100,99.8823529412,99,5,0,0,0,24,15.5588235294,7,2,1,0.0588235294,0,5
02-23-2018 0,2,1009,1007.3428571429,1005,11,0,28,100,95.6571428571,91,31,0,0,0,16,9.6285714286,0,5,2,0.6285714286,0,5
02-23-2018 1,5,1010,1009.4411764706,1008,2,1,23,97,92.2058823529,87,32,1243,420.6764705882,0,24,14.2941176471,0,8,2,0.5,0,2
02-23-2018 2,0,1009,1008.4,1008,2,2,25,85,81.9428571429,80,25,1380,571.7142857143,2,19,2.5142857143,0,5,3,2.0571428571,2,5
02-23-2018 3,0,1008,1007.5,1006,5,3,35,93,89.0882352941,85,20,0,0,0,0,0,0,8,2,1.7941176471,1,11
02-24-2018 0,5,1006,1004.5294117647,1003,5,0,26,99,85.9117647059,61,44,0,0,0,0,0,0,11,2,0.3823529412,-2,14
02-24-2018 1,0,1003,1003,1003,0,1,26,98,93.7352941176,92,35,117,54.4117647059,0,12,2.6764705882,0,8,2,1.8823529412,1,5
02-24-2018 2,0,1003,1002.2941176471,1002,2,2,23,95,92.6764705882,89,32,240,124.2058823529,2,19,5,0,2,2,0.7352941176,0,8
02-24-2018 3,14,1005,1003.8571428572,1003,8,3,20,91,83.7714285714,70,60,0,0,0,0,0,0,2,0,-0.8,-1,5
02-25-2018 0,5,1011,1007.9142857143,1006,0,0,37,88,70.2,60,31,0,0,0,0,0,0,0,-2,-3.7142857143,-6,5
02-25-2018 1,5,1009,1008.2571428572,1007,0,1,22,64,61.8571428571,59,28,881,367.1142857143,0,0,0,0,11,-1,-2.7428571429,-4,5
02-25-2018 2,6,1009,1008.8787878788,1008,6,2,50,76,65.1764705882,59,29,779,372.8787878788,5,0,0,0,2,-1,-1.3235294118,-2,5
02-25-2018 3,5,1011,1010.4571428572,1009,2,3,37,89,84.7714285714,79,22,1,0.0285714286,0,0,0,0,2,-2,-3.8857142857,-5,11
02-26-2018 0,0,1011,1007.5428571429,1002,8,0,31,99,86.8571428571,73,51,0,0,0,0,0,0,5,-6,-7.2285714286,-8,8
02-26-2018 1,5,1010,1009.3529411765,1008,11,1,26,75,71.4705882353,67,32,770,336.5,0,0,0,0,17,-2,-7.1764705882,-8,17
02-26-2018 2,5,1008,1005.8,1005,14,2,45,86,76.7714285714,69,14,896,419.9142857143,1,0,0,0,5,-6,-6.9428571429,-8,5
02-26-2018 3,8,1005,1003.8823529412,1003,14,3,35,100,89.1764705882,86,20,0,0,0,0,0,0,0,-7,-7.9705882353,-8,2
02-27-2018 0,5,1004,1001.8571428572,1000,11,0,20,100,84.8857142857,69,28,0,0,0,0,0,0,5,-7,-7.9428571429,-8,5
02-27-2018 1,20,1001,1000.4705882353,1000,17,1,23,89,86.1764705882,84,32,1205,458.7647058824,0,0,0,0,2,-6,-6.9117647059,-7,0
02-27-2018 2,11,1004,1002.3428571429,1001,2,2,31,86,80.3428571429,75,40,1979,985.9714285714,26,0,0,0,11,-4,-5.0285714286,-6,8
02-27-2018 3,2,1005,1004.2941176471,1004,2,3,11,80,71.7058823529,66,41,7,0.2058823529,0,0,0,0,5,-5,-6.6176470588,-8,8
02-28-2018 0,11,1010,1004.8235294118,1002,11,0,38,91,83.5588235294,74,20,0,0,0,0,0,0,11,-8,-8.1176470588,-9,11
02-28-2018 1,11,1005,1003.7142857143,1002,5,1,31,88,85.3428571429,77,48,2675,878.9714285714,0,0,0,0,17,-5,-7.2571428571,-9,5
02-28-2018 2,5,1007,1005.8529411765,1005,0,2,32,82,76.2352941176,69,44,2682,1436.6764705882,54,0,0,0,11,-3,-4,-5,11
02-28-2018 3,5,1010,1009.1714285714,1008,0,3,37,79,77.0571428571,70,17,18,0.6285714286,0,0,0,0,5,-4,-6.0857142857,-8,17
03-01-2018 0,5,1011,1008.4285714286,1004,8,0,31,82,76.8285714286,67,34,0,0,0,0,0,0,14,-4,-8.1428571429,-12,20
03-01-2018 1,8,1012,1011.3714285714,1011,8,1,40,84,70.4857142857,51,45,4698,1656.1428571429,0,0,0,0,28,-3,-8.5714285714,-12,20
03-01-2018 2,0,1011,1008.6,1007,11,2,40,66,61.6571428571,58,42,1754,858.1142857143,34,0,0,0,14,-2,-3.2857142857,-5,11
03-01-2018 3,0,1007,1006.1176470588,1005,5,3,35,72,68.5,63,26,9,0.2941176471,0,0,0,0,8,-3,-3.9705882353,-5,8
03-02-2018 0,2,1004,997.6,988,17,0,34,95,82.6,66,42,0,0,0,17,3.9142857143,0,17,1,-2.5142857143,-5,11
03-02-2018 1,0,1001,999.5,998,8,1,32,83,75.5,69,38,3065,1090.3235294118,0,0,0,0,14,0,-2.5882352941,-4,2
03-02-2018 2,2,998,995,993,14,2,42,77,65.6,56,34,3499,1306.8285714286,12,17,1,0,28,2,0.9428571429,0,25
03-02-2018 3,0,993,991.2058823529,989,11,3,47,93,86.0294117647,68,5,5,0.1470588235,0,24,10,0,5,5,0.5294117647,0,5
03-03-2018 0,8,992,988.3714285714,986,8,0,17,97,89.2857142857,76,28,0,0,0,22,5.3714285714,0,8,1,0.4285714286,0,11
03-03-2018 1,8,987,986.2941176471,985,2,1,41,99,85.9705882353,60,41,3786,942.4117647059,0,15,2.1176470588,0,26,10,3.1470588235,0,17
03-03-2018 2,6,989,987.6060606061,987,0,2,36,83,76.2121212121,72,42,1899,802.0303030303,39,18,1.7878787879,0,15,6,4.9393939394,4,15
03-03-2018 3,6,992,991.2068965517,990,0,3,34,92,86.3448275862,76,34,12,0.4827586207,0,0,0,0,3,4,0.8275862069,0,17
03-11-2018 0,2,1003,1001.9714285714,1001,5,0,57,91,83.6,76,28,0,0,0,0,0,0,5,11,9.8285714286,9,8
03-11-2018 1,11,1004,1003.1470588235,1002,5,1,38,92,75.7941176471,57,50,2749,539.4117647059,0,0,0,0,26,17,12.0588235294,8,20
03-11-2018 2,0,1004,1002.3428571429,1002,5,2,31,56,46.6857142857,43,40,551,296.9714285714,47,0,0,0,22,19,17.7142857143,16,20
03-11-2018 3,0,1002,1002,1002,0,3,61,79,59.6129032258,46,25,23,0.9032258065,0,0,0,0,25,20,16.0322580645,11,41
03-12-2018 0,0,1001,997.696969697,992,9,0,36,100,91.6060606061,84,27,0,0,0,9,0.7575757576,0,12,11,9.3333333333,7,24
03-12-2018 1,5,1000,999.7714285714,998,11,1,34,91,80.8285714286,68,45,2281,458.9142857143,0,11,0.5428571429,0,23,13,9.5588235294,7,14
03-12-2018 2,2,999,996.7058823529,994,14,2,55,90,76.6470588235,70,23,650,311.2058823529,45,0,0,0,8,15,14.4411764706,13,5
03-12-2018 3,5,995,993.7142857143,993,11,3,22,100,98.1142857143,84,11,24,1,0,0,0,0,11,16,12.8571428571,11,22
03-13-2018 0,5,992,990.9705882353,990,8,0,8,100,97.7647058824,91,14,0,0,0,1,0.0294117647,0,8,12,9.4411764706,8,14
03-13-2018 1,2,990,989.2647058824,989,5,1,5,100,99.4705882353,92,2,193,54.8823529412,0,23,10.2352941176,0,14,13,9.4411764706,8,11
03-13-2018 2,5,990,989.2285714286,988,2,2,2,100,99.5428571429,94,8,383,106.0571428571,8,14,10.5428571429,9,22,12,10.5714285714,9,17
03-13-2018 3,6,991,990.6875,990,3,3,25,100,94.6451612903,67,16,3,0.09375,0,13,6.9411764706,0,8,18,12.6470588235,12,11
03-14-2018 0,5,997,993.2571428571,991,0,0,40,96,90.6571428571,83,40,0,0,0,2,0.1428571429,0,20,11,10.2571428571,9,22
03-14-2018 1,11,995,993.7142857143,992,2,1,31,90,84.3428571429,77,42,680,233.4857142857,0,0,0,0,14,14,11.4285714286,10,8
03-14-2018 2,2,995,994.2058823529,994,2,2,29,76,62.0294117647,55,35,585,303.3823529412,37,0,0,0,8,17,15.7647058824,14,5
03-14-2018 3,5,997,996.1176470588,995,0,3,55,85,73.9117647059,63,23,19,0.7647058824,0,0,0,0,17,17,13.2058823529,11,26
03-15-2018 0,6,1001,998.3333333333,997,3,0,27,100,95.2424242424,90,42,0,0,0,0,0,0,17,10,9.0882352941,8,17
03-15-2018 1,5,1000,998.8529411765,998,0,1,29,100,85.3235294118,62,35,2629,477.2352941176,0,18,5.6470588235,0,23,16,11.5882352941,8,17
03-15-2018 2,0,1000,999.1428571429,999,2,2,45,74,67.1428571429,61,37,814,359.7142857143,49,0,0,0,11,16,15.2285714286,13,14
03-15-2018 3,8,1001,1000.2352941177,999,2,3,55,100,88.3529411765,73,11,18,0.6764705882,0,0,0,0,5,14,10.7058823529,9,11
03-16-2018 0,8,1000,997.6,993,11,0,31,100,92.2571428571,75,28,0,0,0,0,0,0,8,14,9.6571428571,7,14
03-16-2018 1,0,1000,999.6,999,2,1,28,100,78.6857142857,56,51,3243,840.6285714286,0,0,0,0,32,18,12.2941176471,7,17
03-16-2018 2,0,999,995.9117647059,994,14,2,23,68,52.0882352941,43,50,597,361.3235294118,14,0,0,0,14,18,16.7941176471,15,8
03-16-2018 3,0,994,994,994,0,3,47,76,57.9705882353,48,23,10,0.4705882353,0,0,0,0,20,19,16.0882352941,14,26
03-17-2018 0,14,994,992.5,989,14,0,35,90,86.5,80,29,0,0,0,0,0,0,14,13,10.4117647059,5,26
03-17-2018 1,8,995,994.5588235294,994,8,1,17,87,67.8529411765,56,44,2645,771.5882352941,0,0,0,0,29,20,16.8235294118,12,20
03-17-2018 2,2,994,991,989,14,2,44,72,63.3235294118,56,23,680,356.6764705882,83,0,0,0,2,19,17.4411764706,16,14
03-17-2018 3,14,990,988.7428571429,988,14,3,37,93,86.0571428571,74,34,32,1.5142857143,0,0,0,0,0,16,11.2857142857,7,22
03-18-2018 0,14,1002,994.1176470588,990,8,0,17,90,83.6764705882,75,32,0,0,0,1,0.3235294118,0,8,4,1.0588235294,-3,20
03-18-2018 1,14,996,993,991,2,1,31,89,83.3142857143,78,34,195,84.2,0,24,2.9428571429,0,8,2,0.6857142857,0,14
03-18-2018 2,17,998,995.7352941176,995,8,2,23,100,95.9411764706,88,26,203,107.5,14,24,11.2647058824,0,0,0,-0.6470588235,-2,5
03-18-2018 3,14,1002,1000.4,999,8,3,20,90,83.8285714286,76,40,9,0.5428571429,0,4,1.8,1,14,-2,-2.3714285714,-3,14
03-19-2018 0,0,1002,1000.5294117647,997,5,0,23,97,83.5,76,20,0,0,0,1,1,1,2,-2,-2.6176470588,-3,2
03-19-2018 1,5,1003,1002.4,1001,5,1,37,86,81.0285714286,78,31,1863,503.2,0,1,0.2857142857,0,5,-2,-2.9428571429,-3,2
03-19-2018 2,0,1002,1000.5588235294,999,8,2,52,91,81.4117647059,75,23,2860,1162.3529411765,65,1,1,1,8,-1,-1.9411764706,-3,5
03-19-2018 3,5,1000,998.9714285714,998,8,3,28,98,95.6285714286,92,20,38,2.0571428571,0,1,1,1,0,-2,-2,-2,0
03-20-2018 0,2,1003,998.0588235294,995,5,0,23,96,92.5294117647,87,38,0,0,0,1,0.2647058824,0,14,1,-1.4117647059,-3,11
03-20-2018 1,11,997,995.8571428571,995,5,1,31,96,91.0285714286,83,40,3359,1323.5428571429,0,24,4.0571428571,0,11,1,-0.9714285714,-2,2
